title,domestic_revenue,distributor,opening_theaters,MPAA,release_days,action,animation,comedy,drama,horror,thriller
X-Men,5.780426052201902,1,3.188647295999717,4,1.2041199826559248,1,0,0,0,0,0
The Matrix,6.566411916977293,3,3.2643455070500926,3,1.7708520116421442,0,1,0,0,0,0
Forrest Gump,6.8858131487007626,3,3.563243701140398,4,0.3010299956639812,0,0,0,1,0,0
Jaws,6.976576422645527,1,2.2013971243204513,4,1.968482948553935,1,0,0,0,0,0
Interstellar,5.729045666474866,1,2.515873843711679,3,2.225309281725863,0,0,1,0,0,0
Deadpool,6.349564242046574,2,3.4586378490256493,1,2.110589710299249,0,0,1,0,0,0
Mad Max,6.963573459562649,3,2.8041394323353503,2,1.8573324964312685,0,1,0,0,0,0
The Hunger Games,5.38609391081451,4,3.3637999454791094,0,2.1072099696478683,0,0,1,0,0,0
The Avengers,6.971015193844673,0,3.0678145111618402,1,1.3617278360175928,0,1,0,0,0,0
Titanic,4.53692440868234,2,3.5246557123577773,1,1.3424226808222062,1,0,0,0,0,0
Jurassic Park,5.485087973431583,0,3.4194600727860704,3,2.0492180226701815,0,0,0,0,1,0
Avatar,4.571697188368912,3,1.8976270912904414,4,2.2174839442139063,0,0,0,1,0,0
The Lion King,6.875644505457379,3,2.9489017609702137,4,1.6127838567197355,0,1,0,0,0,0
Star Wars,6.7539686208522545,3,2.932473764677153,4,2.2329961103921536,0,1,0,0,0,0
Frozen,3.730862992046494,2,2.949877704036875,1,0.8450980400142568,0,0,0,0,1,0
Inception,5.79516301361933,3,3.488973524726508,1,2.0086001717619175,1,0,0,0,0,0
The Dark Knight,5.64450259640922,2,3.5961570809161723,4,1.9867717342662448,1,0,0,0,0,0
Harry Potter,6.938475342815966,3,3.6238692683503024,1,2.1522883443830563,0,1,0,0,0,0
Toy Story,5.448469789115118,0,2.967547976218862,0,1.6989700043360187,0,0,0,0,1,0
Finding Nemo,5.839682262315286,3,3.3273589343863303,2,1.9493900066449128,0,0,0,0,0,1
Black Panther,6.320289434238427,1,3.621384028481653,3,1.9294189257142926,0,0,0,0,0,1
The Godfather,6.807080336806567,4,3.3916407034923877,4,1.4313637641589874,0,1,0,0,0,0
Spider-Man,4.401055725771844,3,3.246498580795801,2,2.2355284469075487,0,1,0,0,0,0
Shrek,6.91118686268359,3,3.64777405026883,0,2.041392685158225,0,0,1,0,0,0
Iron Man,6.504728779923915,4,3.629511534200453,3,2.0863598306747484,0,1,0,0,0,0
Captain America,6.531326504031494,2,3.499412125672275,0,2.0170333392987803,0,0,1,0,0,0
Batman Begins,6.321940429525886,1,3.62096843564429,3,2.12057393120585,0,0,1,0,0,0
Wonder Woman,5.53961674745199,3,3.625826713285711,3,1.8976270912904414,0,1,0,0,0,0
Guardians of the Galaxy,6.6877334862597415,4,3.5200903281128424,2,1.9637878273455553,0,0,0,0,1,0
Coco,6.844416718242942,2,3.5542468081661105,3,2.225309281725863,1,0,0,0,0,0
Pirates of the Caribbean,5.930381990856902,2,3.6483600109809315,0,1.662757831681574,0,0,0,0,0,1
X-Men,5.821430984958134,2,3.141136090120739,1,2.2528530309798933,0,0,0,1,0,0
The Matrix,5.53338307759359,4,3.3654879848909,4,2.220108088040055,0,0,1,0,0,0
Forrest Gump,6.945070545705663,2,3.4058583993176366,3,2.0791812460476247,0,0,0,0,0,1
Jaws,4.7496590320948995,1,3.3273589343863303,1,1.724275869600789,0,0,0,0,0,1
Interstellar,6.921442005518748,1,3.024074987307426,0,2.1398790864012365,0,1,0,0,0,0
Deadpool,6.895353141782881,1,2.7788744720027396,1,0.47712125471966244,0,0,0,1,0,0
Mad Max,6.783659291364354,2,3.467312062980552,1,2.230448921378274,0,1,0,0,0,0
The Hunger Games,5.567607390530444,3,3.390758528738717,4,2.1958996524092336,0,0,0,0,0,1
The Avengers,5.789120793394647,1,3.6298171960185157,0,2.1986570869544226,0,0,0,0,0,1
Titanic,5.817833663473929,1,2.859138297294531,1,1.845098040014257,0,0,0,1,0,0
Jurassic Park,6.6791904234388575,4,3.469527479187014,3,2.143014800254095,0,0,0,0,0,1
Avatar,5.626199686568479,0,3.3001605369513523,4,1.9912260756924949,0,0,0,0,0,1
The Lion King,5.793253119292552,1,3.566201718854913,0,2.2355284469075487,0,0,1,0,0,0
Star Wars,5.843448314118226,1,3.522574632691177,0,2.164352855784437,0,0,0,0,0,1
Frozen,5.8868881765095145,1,2.4653828514484184,0,1.8976270912904414,0,0,0,0,0,1
Inception,6.9058509594422475,4,2.2576785748691846,1,2.0718820073061255,0,0,0,0,0,1
The Dark Knight,6.879040857731032,1,2.2648178230095364,0,1.9084850188786497,0,0,1,0,0,0
Harry Potter,6.7141855299086695,4,2.2810333672477277,1,1.9731278535996986,0,1,0,0,0,0
Toy Story,4.240224654122278,1,3.2995072987004876,0,2.037426497940624,1,0,0,0,0,0
Finding Nemo,5.953369182577812,3,3.3656751404559175,4,2.24551266781415,0,0,0,0,0,1
Black Panther,5.836267134558677,4,3.002166061756508,2,2.2013971243204513,0,0,0,0,1,0
The Godfather,4.997207211891811,0,3.590395947184013,2,2.1702617153949575,0,0,0,0,0,1
Spider-Man,5.768471602115114,1,3.490660653356137,0,1.863322860120456,1,0,0,0,0,0
Shrek,6.815350580798511,3,3.290479813330673,2,1.8129133566428555,0,0,0,0,1,0
Iron Man,5.937682351163382,2,3.6340740254874686,4,2.0492180226701815,0,0,0,0,0,1
Captain America,6.422460155849807,4,2.734799829588847,3,1.568201724066995,0,0,1,0,0,0
Batman Begins,6.6759556881840485,3,3.4992745818922173,2,1.1760912590556813,1,0,0,0,0,0
Wonder Woman,6.458622289675059,2,3.3392526340327,2,0.9542425094393249,0,0,0,0,0,1
Guardians of the Galaxy,6.585171968706012,3,3.3554515201265174,1,1.462397997898956,0,1,0,0,0,0
Coco,5.342104739872408,2,3.502563669107363,2,1.845098040014257,0,1,0,0,0,0
Pirates of the Caribbean,6.714170517190952,4,3.279210512601395,4,1.863322860120456,0,0,0,1,0,0
X-Men,6.434327739782899,1,3.406540180433955,1,1.0413926851582251,1,0,0,0,0,0
The Matrix,6.587088591626848,1,3.6080979463252794,2,1.9444826721501687,0,0,0,1,0,0
Forrest Gump,6.637131839515036,2,3.1202447955463652,4,1.7781512503836436,0,0,0,0,0,1
Jaws,5.814947098815183,4,3.2626883443016963,0,1.9444826721501687,0,0,0,0,1,0
Interstellar,5.622896541421302,1,3.596047007545439,4,1.8864907251724818,1,0,0,0,0,0
Deadpool,5.7317772677017045,1,2.9410142437055695,2,2.130333768495006,1,0,0,0,0,0
Mad Max,6.950486702649915,4,2.3979400086720375,3,2.1760912590556813,0,0,0,0,0,1
The Hunger Games,5.772614316738353,4,3.515873843711679,1,1.7558748556724915,1,0,0,0,0,0
The Avengers,6.826545789142195,0,3.533772058384718,2,1.1139433523068367,0,1,0,0,0,0
Titanic,6.696181237494887,1,3.647480773173676,2,2.0681858617461617,0,0,1,0,0,0
Jurassic Park,6.422673047035903,1,2.824125833916549,0,1.7781512503836436,0,0,0,0,0,1
Avatar,6.125477361912425,1,3.303196057420489,4,1.662757831681574,0,0,0,1,0,0
The Lion King,5.095622595021622,3,3.375114684692225,4,1.6232492903979006,1,0,0,0,0,0
Star Wars,6.69153067935293,2,3.5246557123577773,4,1.9344984512435677,0,0,0,1,0,0
Frozen,4.871765523454981,1,3.1806992012960347,4,2.2227164711475833,0,0,0,1,0,0
Inception,5.728612658008348,3,3.3287872003545345,4,1.954242509439325,0,0,1,0,0,0
The Dark Knight,4.930582297205298,3,3.498034723687027,4,2.123851640967086,0,0,0,1,0,0
Harry Potter,6.10930175205349,1,3.090258052931316,1,1.7558748556724915,0,0,1,0,0,0
Toy Story,5.704426798157185,0,3.5764565324056203,0,2.1398790864012365,0,0,0,0,1,0
Finding Nemo,6.8190020455529154,3,2.093421685162235,1,2.03342375548695,0,0,0,0,1,0
Black Panther,5.02473599217207,4,3.458033192496506,2,2.100370545117563,0,0,0,1,0,0
The Godfather,5.5884700360616755,3,3.440279213235588,0,2.2329961103921536,1,0,0,0,0,0
Spider-Man,6.976558546189132,1,3.2335037603411343,2,1.8195439355418688,0,0,0,0,0,1
Shrek,5.1352758017868725,3,3.2785249647370174,4,2.2227164711475833,0,0,0,0,0,1
Iron Man,6.693872773537155,2,3.1277525158329733,3,2.1789769472931693,1,0,0,0,0,0
Captain America,3.637489729512511,4,3.5768018958289125,4,2.1789769472931693,1,0,0,0,0,0
Batman Begins,5.746042283551939,2,3.651859269246949,0,1.4471580313422192,0,1,0,0,0,0
Wonder Woman,5.284460061832234,4,3.372175286115064,0,1.0791812460476249,0,0,0,0,1,0
Guardians of the Galaxy,5.410689522334014,0,3.1020905255118367,4,1.662757831681574,0,0,0,1,0,0
Coco,6.8859562141680435,4,2.5538830266438746,2,2.0453229787866576,0,0,0,0,0,1
Pirates of the Caribbean,6.842379177325717,3,2.884228769632604,0,2.0492180226701815,0,0,1,0,0,0
X-Men,5.082745887205199,1,3.3027637084729817,4,1.7993405494535817,0,0,1,0,0,0
The Matrix,5.884890479312164,3,3.4915017662373264,1,2.220108088040055,0,0,0,0,1,0
Forrest Gump,6.932338939961929,3,2.9965116721541785,2,1.568201724066995,0,0,0,0,0,1
Jaws,6.875154192467771,2,3.323870606540509,1,1.2787536009528289,0,0,1,0,0,0
Interstellar,6.86312702650287,0,2.4265112613645754,4,2.173186268412274,0,0,1,0,0,0
Deadpool,5.208892616176848,2,2.9095560292411755,4,2.2095150145426308,1,0,0,0,0,0
Mad Max,6.841405901186855,1,3.56062387454993,1,2.184691430817599,0,0,0,1,0,0
The Hunger Games,6.953008664957034,0,3.556423121371285,0,1.9395192526186185,0,0,0,0,1,0
The Avengers,6.087131263756511,2,3.5678494505731067,3,2.1492191126553797,0,0,0,0,1,0
Titanic,6.608519829325994,3,3.2538224387080734,2,2.2041199826559246,1,0,0,0,0,0
Jurassic Park,6.4701344483774355,2,3.172310968521954,0,2.0211892990699383,0,0,1,0,0,0
Avatar,6.891411499583841,1,3.6067037413336744,0,1.9777236052888478,1,0,0,0,0,0
The Lion King,6.809180399853279,4,3.3619166186686433,0,2.230448921378274,1,0,0,0,0,0
Star Wars,5.560648956840245,4,3.104145550554008,3,0.8450980400142568,0,1,0,0,0,0
Frozen,6.848742135994694,4,3.5673793076509788,0,1.8129133566428555,0,0,0,0,1,0
Inception,6.539108983430472,4,3.61689542640076,2,1.724275869600789,0,0,0,1,0,0
The Dark Knight,6.539093294505529,4,3.608312042697327,1,2.0791812460476247,0,0,1,0,0,0
Harry Potter,4.272908612690247,3,1.5185139398778875,2,1.7781512503836436,0,0,0,1,0,0
Toy Story,5.919062394701467,2,3.641275757231913,4,1.9731278535996986,0,1,0,0,0,0
Finding Nemo,6.525520843934304,1,3.630834517828051,4,2.164352855784437,0,0,1,0,0,0
Black Panther,5.309040062918693,3,3.6481647785740012,0,2.225309281725863,0,1,0,0,0,0
The Godfather,4.170584381939194,1,3.5390760987927767,2,1.8920946026904804,0,0,0,0,0,1
Spider-Man,6.388284014570185,1,3.416141031168329,0,1.5797835966168101,0,0,0,1,0,0
Shrek,6.136434218822364,0,3.6074550232146687,2,2.0644579892269186,0,0,1,0,0,0
Iron Man,6.132934947012448,2,3.470410490975931,3,2.1818435879447726,0,0,1,0,0,0
Captain America,6.583464258779479,3,3.6246945312720813,0,2.110589710299249,0,0,0,0,0,1
Batman Begins,6.975556701914534,3,3.2933625547114453,0,2.0644579892269186,1,0,0,0,0,0
Wonder Woman,4.695954239899968,1,3.490520309363349,2,1.9294189257142926,0,0,0,0,0,1
Guardians of the Galaxy,5.932276866943479,4,1.4913616938342726,1,1.8129133566428555,0,0,1,0,0,0
Coco,6.835066704979343,0,2.9030899869919438,1,1.9030899869919435,1,0,0,0,0,0
Pirates of the Caribbean,6.676998057608097,4,3.4424797690644486,3,1.9637878273455553,0,0,0,1,0,0
X-Men,6.473008033268817,4,2.8836614351536176,3,1.9590413923210936,0,0,0,0,1,0
The Matrix,6.857902796830948,0,3.6033609243483804,0,1.9030899869919435,0,0,0,1,0,0
Forrest Gump,6.80056766077767,3,3.589279221235967,4,1.6989700043360187,0,1,0,0,0,0
Jaws,6.685954625030446,4,3.1781132523146316,1,0.9542425094393249,1,0,0,0,0,0
Interstellar,6.835430233792465,1,3.2489536154957075,4,1.380211241711606,0,0,0,0,1,0
Deadpool,5.413782417832301,1,3.5122840632818537,4,1.9731278535996986,0,0,0,1,0,0
Mad Max,6.328953390080684,3,3.481729196960016,4,1.9912260756924949,0,0,0,0,0,1
The Hunger Games,6.768820806825934,2,3.6135247028536526,3,1.9777236052888478,0,0,0,0,1,0
The Avengers,6.954357099808707,2,2.978180516937414,0,1.724275869600789,0,0,1,0,0,0
Titanic,6.78492482680726,3,3.6364878963533656,1,1.8129133566428555,0,0,0,0,0,1
Jurassic Park,6.224734754227193,2,3.3754807146185724,2,1.8692317197309762,0,0,0,0,0,1
Avatar,5.8367221420463355,2,3.0707764628434346,4,1.9912260756924949,1,0,0,0,0,0
The Lion King,5.9429461079700125,3,3.6268534146667255,4,1.9444826721501687,0,0,1,0,0,0
Star Wars,4.873006540467324,0,2.960470777534299,0,1.3979400086720377,0,0,0,0,1,0
Frozen,6.7464593563268656,3,3.418135498425232,4,1.2787536009528289,0,0,0,1,0,0
Inception,6.0126567230854855,3,3.522574632691177,1,1.4913616938342726,0,0,0,0,0,1
The Dark Knight,5.481160173592208,3,3.3573630306151427,0,2.2174839442139063,0,1,0,0,0,0
Harry Potter,6.610283504805823,2,3.648652695131223,4,1.7708520116421442,0,0,0,0,1,0
Toy Story,6.9453290665483856,2,3.5573868820595074,2,1.6532125137753437,0,0,0,0,0,1
Finding Nemo,5.8933550098827485,2,3.538070787043172,1,1.6532125137753437,1,0,0,0,0,0
Black Panther,5.821893288111016,1,3.0909630765957314,0,1.6127838567197355,0,0,0,1,0,0
The Godfather,5.950886959674008,4,3.4847268042986617,1,2.214843848047698,1,0,0,0,0,0
Spider-Man,6.9204537758962426,0,3.1818435879447726,3,1.9731278535996986,0,0,0,0,1,0
Shrek,6.411706556174879,1,2.307496037913213,3,2.100370545117563,0,1,0,0,0,0
Iron Man,5.710317111562995,2,2.3283796034387376,1,2.1172712956557644,0,0,1,0,0,0
Captain America,5.984393629080314,2,3.5899496013257077,1,2.037426497940624,0,0,0,1,0,0
Batman Begins,6.625961760440229,4,3.470704429722788,0,2.0718820073061255,0,1,0,0,0,0
Wonder Woman,6.779582206918692,4,3.3402457615679317,0,2.2355284469075487,0,0,0,0,1,0
Guardians of the Galaxy,5.696721496975797,4,3.0755469613925306,2,2.164352855784437,0,0,0,0,1,0
Coco,6.78612820258434,0,3.2545480771089736,4,2.1271047983648077,1,0,0,0,0,0
Pirates of the Caribbean,6.861841474525928,2,3.2571984261393445,0,1.6989700043360187,0,0,0,1,0,0
X-Men,5.934187263734206,2,2.307496037913213,2,0.7781512503836436,0,0,0,0,1,0
The Matrix,5.411330079755828,3,3.2794387882870204,1,1.6020599913279623,1,0,0,0,0,0
Forrest Gump,5.536764178717978,3,3.30362797638389,3,2.167317334748176,0,0,0,0,1,0
Jaws,6.547012237193997,0,3.6469915374771222,0,1.9912260756924949,0,0,0,1,0,0
Interstellar,6.704585451750329,0,3.166726055580052,3,1.8976270912904414,0,0,0,0,1,0
Deadpool,6.154190176374559,2,3.292477593667784,3,2.0969100130080562,0,0,0,1,0,0
Mad Max,6.837193227236889,1,3.1024337056813365,1,2.220108088040055,0,0,1,0,0,0
The Hunger Games,6.818295982295368,2,3.53655844257153,3,2.2430380486862944,0,0,0,1,0,0
The Avengers,6.841202745726635,1,3.3805730030668872,3,1.7481880270062005,0,0,0,0,1,0
Titanic,6.3752393525230895,4,3.6153186566114788,4,2.1367205671564067,1,0,0,0,0,0
Jurassic Park,5.410772173606198,0,3.503790683057181,2,1.7403626894942439,0,0,1,0,0,0
Avatar,5.1443749156764875,4,2.558708570533166,4,2.2528530309798933,1,0,0,0,0,0
The Lion King,5.721559195549969,3,3.397244581010386,3,2.161368002234975,0,0,0,0,0,1
Star Wars,5.507070194399256,3,3.3040594662175993,1,2.037426497940624,0,1,0,0,0,0
Frozen,6.470543522902894,1,3.2835273648616936,1,2.0043213737826426,0,1,0,0,0,0
Inception,6.554373696220783,4,3.3624824747511743,0,2.1367205671564067,0,0,0,1,0,0
The Dark Knight,5.674091031759248,1,3.4104397862103464,4,2.1583624920952498,1,0,0,0,0,0
Harry Potter,6.66881552519572,1,1.6020599913279623,2,1.591064607026499,0,0,0,1,0,0
Toy Story,6.331171503756346,4,3.447778009294621,4,1.6232492903979006,0,0,0,0,1,0
Finding Nemo,5.613570170799058,0,3.0523090996473234,3,1.99563519459755,0,0,0,0,1,0
Black Panther,5.63182918650063,3,3.623042434246382,2,2.24551266781415,0,0,0,1,0,0
The Godfather,6.683327527106586,4,3.5114822886260013,4,2.1398790864012365,0,0,0,0,0,1
Spider-Man,6.8222459052909725,4,2.9960736544852753,4,1.9030899869919435,0,0,0,0,0,1
Shrek,6.972160286547321,1,3.604873770552636,1,2.1492191126553797,1,0,0,0,0,0
Iron Man,6.817859030478586,2,2.0,0,1.8388490907372552,0,0,1,0,0,0
Captain America,5.932093590655087,0,3.5756496147552195,0,1.9242792860618816,0,1,0,0,0,0
Batman Begins,6.9985777478957685,0,3.0965624383741357,2,0.9030899869919435,0,0,0,0,1,0
Wonder Woman,5.14742278300467,4,3.5543680009900878,1,2.0569048513364727,1,0,0,0,0,0
Guardians of the Galaxy,5.996869204976353,0,3.6001012556913907,0,2.250420002308894,1,0,0,0,0,0
Coco,4.875495340871018,4,2.9159272116971158,3,1.806179973983887,1,0,0,0,0,0
Pirates of the Caribbean,5.617245742568967,0,3.445759836488631,0,2.0253058652647704,0,0,0,1,0,0
X-Men,6.742303197408899,2,3.0464951643347082,1,2.167317334748176,0,0,0,1,0,0
The Matrix,5.825361195952634,2,2.4756711883244296,1,2.2329961103921536,0,0,1,0,0,0
Forrest Gump,6.919370070325332,2,3.452246574520437,2,2.1398790864012365,0,0,0,1,0,0
Jaws,6.131701089083694,0,3.068556895072363,0,1.9030899869919435,0,0,0,0,1,0
Interstellar,5.727103488843745,0,2.767897616018091,4,1.8260748027008264,1,0,0,0,0,0
Deadpool,5.351206672748736,2,3.395675785269936,1,2.2041199826559246,1,0,0,0,0,0
Mad Max,5.794759831338877,3,3.6027109449575576,1,1.5314789170422551,0,0,0,0,0,1
The Hunger Games,6.982108523088768,1,2.8926510338773004,2,2.123851640967086,0,1,0,0,0,0
The Avengers,6.812381521502924,1,3.315970345456918,0,2.0863598306747484,0,0,0,0,1,0
Titanic,4.6796368165011915,2,2.3636119798921444,2,2.247973266361807,1,0,0,0,0,0
Jurassic Park,6.818616319092376,1,3.4151403521958725,2,2.2068258760318495,0,0,0,1,0,0
Avatar,5.803225566779883,3,3.2345172835126865,2,1.9637878273455553,1,0,0,0,0,0
The Lion King,6.382708119917541,4,3.5199591807520685,4,1.8808135922807914,0,1,0,0,0,0
Star Wars,6.6477680889400235,4,3.4689378056654614,3,1.380211241711606,0,0,0,0,1,0
Frozen,6.4691121375453395,3,3.1189257528257768,2,2.230448921378274,1,0,0,0,0,0
Inception,6.869892635338571,1,2.9708116108725178,0,1.6127838567197355,1,0,0,0,0,0
The Dark Knight,6.001949941084268,3,3.4802944600030066,1,1.0,1,0,0,0,0,0
Harry Potter,6.189715684087592,2,3.6029277128591892,3,2.1789769472931693,0,0,0,0,0,1
Toy Story,4.657715402868895,4,3.0149403497929366,3,2.110589710299249,0,1,0,0,0,0
Finding Nemo,4.682099929070719,3,3.231979026831504,2,1.7781512503836436,0,0,0,0,1,0
Black Panther,6.936210686204735,4,3.623042434246382,3,1.9637878273455553,0,1,0,0,0,0
The Godfather,6.888096840881311,2,3.6124659639531425,2,2.1818435879447726,0,0,0,0,1,0
Spider-Man,6.607437222137756,4,3.3502480183341627,1,2.167317334748176,0,0,0,1,0,0
Shrek,4.12856080655932,2,3.470410490975931,0,1.8325089127062364,0,0,1,0,0,0
Iron Man,4.984711793055624,0,3.5550944485783194,2,2.2528530309798933,0,0,1,0,0,0
Captain America,6.325966553641291,3,3.592731766393962,4,2.1583624920952498,0,0,0,1,0,0
Batman Begins,6.97447074830525,0,3.595606434865603,3,1.5185139398778875,1,0,0,0,0,0
Wonder Woman,6.496675082445839,4,1.8920946026904804,4,1.6901960800285136,0,0,0,0,0,1
Guardians of the Galaxy,6.476069859012122,4,3.4763968267253302,2,2.037426497940624,0,1,0,0,0,0
Coco,4.689655090906269,1,3.2655253352190736,4,2.123851640967086,0,0,0,1,0,0
Pirates of the Caribbean,6.919257319592929,3,3.5277587525209717,0,2.2095150145426308,0,0,0,1,0,0
X-Men,6.312488150953703,2,3.6335694425540916,2,2.130333768495006,0,0,0,0,1,0
The Matrix,6.5968545174658075,2,3.5282737771670436,0,2.0253058652647704,0,0,1,0,0,0
Forrest Gump,6.669915645206337,1,2.569373909615046,0,1.4313637641589874,0,0,0,1,0,0
Jaws,5.985680598970724,2,3.5839917991983166,0,2.0170333392987803,0,1,0,0,0,0
Interstellar,6.8946291514605935,1,2.8790958795000727,4,1.0,0,0,0,0,0,1
Deadpool,5.556532857014417,0,3.3703280077795106,0,2.1398790864012365,0,0,0,1,0,0
Mad Max,6.964761914065832,4,2.738780558484369,2,1.9493900066449128,0,0,1,0,0,0
The Hunger Games,5.964245483566384,2,3.631139250256811,4,1.919078092376074,0,0,1,0,0,0
The Avengers,6.721845802353234,4,3.544564097496043,3,1.5314789170422551,0,0,0,0,1,0
Titanic,6.867586858239469,3,3.5374412834079476,1,1.6812412373755872,1,0,0,0,0,0
Jurassic Park,6.2636852937286625,3,3.5685537120494426,1,0.9542425094393249,0,0,0,0,0,1
Avatar,6.991322983454457,3,2.8549130223078554,0,1.8129133566428555,0,1,0,0,0,0
The Lion King,4.2987875999442355,2,3.367355921026019,0,1.5314789170422551,0,0,1,0,0,0
Star Wars,6.947057153786746,0,3.3201462861110542,0,2.0253058652647704,0,0,0,1,0,0
Frozen,5.850236249047195,2,2.90687353472207,1,1.8750612633917,0,0,0,0,1,0
Inception,6.153346183035719,1,2.6473829701146196,3,2.1271047983648077,0,1,0,0,0,0
The Dark Knight,6.833703494106221,0,3.6182573448404014,4,2.0569048513364727,0,0,0,1,0,0
Harry Potter,5.118148942897077,4,3.6449307079135873,3,1.7558748556724915,1,0,0,0,0,0
Toy Story,6.838215376903174,0,3.622628426129325,3,2.1492191126553797,0,0,0,1,0,0
Finding Nemo,5.172597093879207,2,3.250175948083925,1,2.2355284469075487,0,1,0,0,0,0
Black Panther,4.806973193751885,4,3.2400497721126476,3,1.6989700043360187,1,0,0,0,0,0
The Godfather,6.687061865844192,3,3.367355921026019,2,2.0530784434834195,0,0,1,0,0,0
Spider-Man,6.781081228647581,0,2.225309281725863,4,2.2174839442139063,0,1,0,0,0,0
Shrek,5.309576941801479,3,3.012415374762433,3,2.0863598306747484,1,0,0,0,0,0
Iron Man,5.653335064036735,3,3.514813294999285,1,2.24551266781415,0,1,0,0,0,0
Captain America,5.9937822055139875,4,2.800717078282385,1,0.6989700043360189,0,0,0,0,1,0
Batman Begins,6.89150684970433,4,2.0453229787866576,0,2.1986570869544226,1,0,0,0,0,0
Wonder Woman,5.317825242927074,0,3.475235222604128,4,1.2787536009528289,0,0,0,0,0,1
Guardians of the Galaxy,6.775525473782646,0,3.363235804483694,1,1.5185139398778875,0,0,0,0,1,0
Coco,5.055997218594276,0,3.330413773349191,3,2.0043213737826426,0,0,0,1,0,0
Pirates of the Caribbean,5.757339840207914,1,3.2467447097238415,0,2.03342375548695,0,1,0,0,0,0
X-Men,6.534724478986306,0,3.6405808064896528,1,2.164352855784437,0,1,0,0,0,0
The Matrix,6.764329939582327,2,3.4358443659844413,0,2.0492180226701815,1,0,0,0,0,0
Forrest Gump,6.906145441120326,2,3.4212747912103465,0,1.99563519459755,0,0,0,0,0,1
Jaws,5.8786108282325475,2,3.5067755366066433,3,1.5185139398778875,0,0,0,0,0,1
Interstellar,5.796067592047038,1,3.245018870737753,2,2.1172712956557644,0,0,0,1,0,0
Deadpool,5.144156835358757,1,3.6027109449575576,0,1.6020599913279623,0,0,0,1,0,0
Mad Max,5.957033275265028,1,3.229169702539101,4,2.130333768495006,1,0,0,0,0,0
The Hunger Games,6.144011283709677,2,3.500099191915723,0,1.9395192526186185,0,0,1,0,0,0
The Avengers,5.9165329040054475,4,2.8830933585756897,0,1.2787536009528289,0,0,1,0,0,0
Titanic,5.93052675075827,3,2.359835482339888,1,1.591064607026499,0,1,0,0,0,0
Jurassic Park,6.261905387073011,1,3.5120169694961265,0,1.9912260756924949,0,0,0,0,1,0
Avatar,4.183867477152165,1,2.513217600067939,1,1.863322860120456,0,1,0,0,0,0
The Lion King,6.425133650219181,0,2.0043213737826426,3,1.8195439355418688,0,1,0,0,0,0
Star Wars,6.440018495271729,3,3.1970047280230456,3,1.568201724066995,0,0,0,0,1,0
Frozen,6.812737732537614,0,3.6006462356623943,3,1.5797835966168101,0,0,0,0,0,1
Inception,6.818558285469814,0,3.2314695904306814,2,2.0718820073061255,0,0,0,0,1,0
The Dark Knight,5.9092853131006065,3,3.595606434865603,4,2.143014800254095,0,0,0,0,1,0
Harry Potter,6.681781778431995,0,3.5200903281128424,1,1.8325089127062364,0,0,1,0,0,0
Toy Story,6.399825092576918,1,3.164352855784437,3,2.0755469613925306,0,0,0,1,0,0
Finding Nemo,5.799879980304171,0,3.6370892735303304,2,1.6434526764861874,0,0,0,0,1,0
Black Panther,6.734496677437742,3,3.6137361412618714,3,1.8512583487190752,0,0,1,0,0,0
The Godfather,6.9840834311395765,2,3.4596939764779706,0,2.1271047983648077,0,1,0,0,0,0
Spider-Man,5.090938420085822,4,2.287801729930226,0,2.2278867046136734,0,0,1,0,0,0
Shrek,6.987129141359204,0,2.973589623427257,4,1.3010299956639813,0,1,0,0,0,0
Iron Man,6.930664533668791,3,3.1351326513767748,4,2.130333768495006,0,0,0,0,0,1
Captain America,4.884772714363229,2,3.611510887126656,3,1.6532125137753437,0,0,0,0,1,0
Batman Begins,6.927866643266125,1,3.340047317661393,4,1.8808135922807914,0,0,0,0,0,1
Wonder Woman,4.419724503561819,2,3.552668216112193,4,1.8976270912904414,1,0,0,0,0,0
Guardians of the Galaxy,5.186080086091452,0,3.1458177144918276,1,2.0681858617461617,0,0,0,1,0,0
Coco,5.154959283074114,2,3.1528995963937474,0,1.8750612633917,0,0,1,0,0,0
Pirates of the Caribbean,5.660227791962858,1,3.2895889525425965,4,1.0791812460476249,0,0,1,0,0,0
X-Men,6.783250003117992,1,3.09725730969342,2,2.1367205671564067,0,1,0,0,0,0
The Matrix,5.377936104056914,2,3.1007150865730817,2,2.103803720955957,0,0,0,0,0,1
Forrest Gump,6.207853478695513,4,3.287129620719111,4,2.146128035678238,0,0,1,0,0,0
Jaws,4.05556944006099,1,3.6246945312720813,2,2.1789769472931693,0,1,0,0,0,0
Interstellar,6.931160221053514,4,3.3675422735205767,2,1.8388490907372552,0,0,1,0,0,0
Deadpool,6.057064444279669,1,3.5964871337365443,2,2.0569048513364727,0,0,0,0,0,1
Mad Max,6.510699130589393,0,3.640878778701618,4,2.1760912590556813,0,1,0,0,0,0
The Hunger Games,5.6598544251266185,3,3.4429498695778618,3,2.187520720836463,0,0,0,1,0,0
The Avengers,4.047391702200444,1,2.9813655090785445,3,2.1702617153949575,0,0,0,0,0,1
Titanic,6.981114107663134,2,2.3541084391474008,4,1.8195439355418688,0,0,0,0,1,0
Jurassic Park,6.729951316817904,4,3.611723308007342,4,2.110589710299249,0,0,0,0,0,1
Avatar,4.378397900948138,1,3.6452257115354163,0,1.1760912590556813,0,0,1,0,0,0
